region,council,mc_name,declaration
Запорізька область,Василівська міська рада,Булатова Віра Іванівна,https://public.nazk.gov.ua/declaration/9f926e77-6487-427d-8b5c-02cce5d24874
Запорізька область,Василівська міська рада,Васюков Олег Анатолійович,https://public.nazk.gov.ua/declaration/5df6456d-edfa-46b4-8c07-bcb066951e35
Запорізька область,Василівська міська рада,Ілієнко Володимир Григорович,https://public.nazk.gov.ua/declaration/be49c06a-5824-4f25-a500-c279dc656d5d
Запорізька область,Василівська міська рада,Ковальова Валентина Семенівна,https://public.nazk.gov.ua/declaration/8afd47b4-46a4-4d16-a52a-8a116698a898
Запорізька область,Василівська міська рада,Литвин Олександр Олексійович,https://public.nazk.gov.ua/declaration/c7b2d01d-55cb-4909-a1c1-aa7876fcc36e
Запорізька область,Василівська міська рада,Марінов Сергій Іванович,https://public.nazk.gov.ua/declaration/6be860e4-cbff-4f82-9f03-96a8e69e42e8
Запорізька область,Василівська міська рада,Мєшков Віктор Володимирович,https://public.nazk.gov.ua/declaration/0674c5c3-5526-4c4e-a57b-09e6502a5a78
Запорізька область,Василівська міська рада,Овчиннікова-Руденко Тетяна Олексіївна,https://public.nazk.gov.ua/declaration/59e83842-f771-4982-a08f-ecd2fd0cc301
Запорізька область,Василівська міська рада,Чумак Олександр Олександрович,https://public.nazk.gov.ua/declaration/acd00934-4c3d-405e-839d-66f774595794
Запорізька область,Василівська міська рада,Шеремет Орест Михайлович,https://public.nazk.gov.ua/declaration/e0f334c5-4b6c-47b6-b6b2-fe5bb02d709b
Запорізька область,Василівська міська рада,Шиян Ніна Іванівна,https://public.nazk.gov.ua/declaration/face7cea-0753-461d-91b4-b9444661c185
Запорізька область,Василівська міська рада,Якименко Роман Олександрович,https://public.nazk.gov.ua/declaration/4043bd7f-1297-4822-a01d-96d774c67c31
Запорізька область,Василівська районна рада,Антонюк Микола Ілліч,https://public.nazk.gov.ua/declaration/97209e8f-b60b-432e-a094-b35d500f6554
Запорізька область,Василівська районна рада,Бабанін Костянтин Анатолійович,https://public.nazk.gov.ua/declaration/5d2f7814-04cb-415c-b63b-e3796eb1209b
Запорізька область,Василівська районна рада,Башинський Дмитро Володимирович,https://public.nazk.gov.ua/declaration/14555ffb-8e0f-4bc7-a517-56d4a58e1e55
Запорізька область,Василівська районна рада,Бекерська Людмила Сергіївна,https://public.nazk.gov.ua/declaration/1b64518b-32d5-48e5-94db-66cd023052f2
Запорізька область,Василівська районна рада,Данилевський Ігор Анатолійович,https://public.nazk.gov.ua/declaration/448c3059-7cfa-4e3d-b7e9-2458b90805ad
Запорізька область,Василівська районна рада,Дімітрова Світлана Анатоліївна,https://public.nazk.gov.ua/declaration/83bd6b17-5b68-4dc6-a776-67a6d37409e8
Запорізька область,Василівська районна рада,Жаховська Тетяна Назарівна,https://public.nazk.gov.ua/declaration/1ec1fbf3-64c6-4c5d-8a9b-e0084207ad55
Запорізька область,Василівська районна рада,Задорожна Галина Григорівна,https://public.nazk.gov.ua/declaration/daa744c1-38e4-4be8-bec6-a68d9540375d
Запорізька область,Василівська районна рада,Запорожець Василь Григорович,https://public.nazk.gov.ua/declaration/0dcdff40-68ff-4206-a7e6-04b599c06cc7
Запорізька область,Василівська районна рада,Здор Олена Василівна,https://public.nazk.gov.ua/declaration/8a5ecd3c-d6c0-43f4-b93a-41f65003501e
Запорізька область,Василівська районна рада,Калінін Денис Сергійович,https://public.nazk.gov.ua/declaration/37135097-c5ea-4105-bba1-421bde029ab1
Запорізька область,Василівська районна рада,Карапа Ігор Андрійович,https://public.nazk.gov.ua/declaration/be84c2a0-bd25-4c1c-8430-9d0c4b9f0135
Запорізька область,Василівська районна рада,Лячко Павло Вікторович,https://public.nazk.gov.ua/declaration/ac9ad12f-1644-43bc-9803-7fb042a24af3
Запорізька область,Василівська районна рада,Максименко Олег Миколайович,https://public.nazk.gov.ua/declaration/4d418146-a79f-4104-a9dd-0c9ab447d0a3
Запорізька область,Василівська районна рада,Новік Володимир Анатолійович,https://public.nazk.gov.ua/declaration/da0979f9-17f2-486e-a7f3-cc3e6fc5e284
Запорізька область,Василівська районна рада,Паньовін Володимир Іванович,https://public.nazk.gov.ua/declaration/621bc753-ff50-4af4-ae25-b3f69fedc7ab
Запорізька область,Василівська районна рада,Полканова Руслана Федорівна,https://public.nazk.gov.ua/declaration/4d71dd79-2b2c-4bea-aa9c-295c038697c4
Запорізька область,Василівська районна рада,Попович Ігор Всеволодович,https://public.nazk.gov.ua/declaration/df6ec461-c40b-40ef-9ee8-64e6dce9dd05
Запорізька область,Василівська районна рада,Шевченко Анатолій Вікторович,https://public.nazk.gov.ua/declaration/3b0f80b8-2753-40fe-a8dd-7707206cae48
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Бабаченко Тетяна Вадимівна,https://public.nazk.gov.ua/declaration/ac4a3f01-27e7-4a84-a400-3a306bf011d7
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Баранов Андрій Валерійович,https://public.nazk.gov.ua/declaration/57c405c5-0aff-4481-b752-223c5b46b540
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Зозуля Сергій Вікторович,https://public.nazk.gov.ua/declaration/a7ee5f18-d7f2-4897-9b26-3556121e51b6
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Кваша Олександр Васильович,https://public.nazk.gov.ua/declaration/14be9d1d-a20e-467f-80e7-c5519ceb3220
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Ловкова Вікторія Вікторівна,https://public.nazk.gov.ua/declaration/66d20113-a307-4950-9961-432d134399fc
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Лукашук Тетяна Григорівна,https://public.nazk.gov.ua/declaration/8bfbdd5e-0ddc-4ed0-b6be-9fb195781f3d
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Мартиненко Галина Василівна,https://public.nazk.gov.ua/declaration/c6f2ad95-14d1-41e3-82fe-8ea9a6f800b3
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Мартинова Інна Володимирівна,https://public.nazk.gov.ua/declaration/cce23750-aa88-436c-9982-ee549c8b406e
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Мельничук Ніна Федорівна,https://public.nazk.gov.ua/declaration/a56edb8e-a38c-4ae5-9f96-15731e06bb80
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Пашков Олег Вікторович,https://public.nazk.gov.ua/declaration/6fa7c20c-13d1-435c-9309-1cbded6990a0
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Попова Ольга Володимирівна,https://public.nazk.gov.ua/declaration/ff3b1a2f-275c-47f3-b479-31430095bfff
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Порвишерст Микола Юрійович,https://public.nazk.gov.ua/declaration/35f87e6a-05ab-443d-a485-a49e49b12f35
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Суліна Олена Віталіївна,https://public.nazk.gov.ua/declaration/fddcf246-cb25-4152-a0fa-292340845823
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Тімцева Раїса Іванівна,https://public.nazk.gov.ua/declaration/3c29a8a4-f4fe-4fe8-8324-ce450629604b
Запорізька область,"Василівський р-н,  Степногірська селищна рада",Штаній Іван Андрійович,https://public.nazk.gov.ua/declaration/82c0063f-4ffa-47dc-b7d0-b2c4952e0021
Запорізька область,Веселівська районна рада,Богославський Віктор Анатолійович,https://public.nazk.gov.ua/declaration/4286522d-0b2a-46c6-8853-a6d2d3ddf3e1
Запорізька область,Веселівська районна рада,Гридасов Володимир Анатолійович,https://public.nazk.gov.ua/declaration/f98a203f-7184-49a1-a7d1-447273040b5e
Запорізька область,Веселівська районна рада,Дундук Георгій Васильович,https://public.nazk.gov.ua/declaration/fedda76b-db01-419f-a2e3-42a47af72548
Запорізька область,Веселівська районна рада,Куковинець Ірина Миколаївна,https://public.nazk.gov.ua/declaration/f276759f-4645-4b04-b701-fcd49a3ce4ce
Запорізька область,Веселівська районна рада,Куцак Микола Миколайович,https://public.nazk.gov.ua/declaration/3cd56849-3c5e-460d-b467-fb16006c2374
Запорізька область,Веселівська районна рада,Мельничук Олександр Павлович,https://public.nazk.gov.ua/declaration/6b622137-afea-4d31-9a20-031584af9a84
Запорізька область,Веселівська районна рада,Мирошниченко Юлія Геннадіївна,https://public.nazk.gov.ua/declaration/6030f108-301c-4889-b42e-c326c173ee05
Запорізька область,Веселівська районна рада,Нежурко Юрій Миколайович,https://public.nazk.gov.ua/declaration/3fb43172-b362-4995-b09d-882b3c2b7e84
Запорізька область,Веселівська районна рада,Слободянюк Павло Петрович,https://public.nazk.gov.ua/declaration/2121caaf-8e10-4dec-b7a3-77d3f2fb99eb
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Акімов Олександр Анатолійович,https://public.nazk.gov.ua/declaration/8cd7de08-04fd-46cb-8564-e47fb04bc293
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Івов Віктор Миколайович,https://public.nazk.gov.ua/declaration/e225afe9-b84d-4c24-a3d3-bc01dc3fcee8
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Карпенкова Анастасія Валеріївна,https://public.nazk.gov.ua/declaration/f2548712-1dcb-445a-a596-fc9ced54e03d
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Колтунов Володимир Володимирович,https://public.nazk.gov.ua/declaration/ef6a54d0-7079-4769-87da-d63c116f1213
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Кущ Ірина Вікторівна,https://public.nazk.gov.ua/declaration/8ef9ef0c-7b15-416e-b34d-50abda17e3ea
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Міщенко Віталій Миколайович,https://public.nazk.gov.ua/declaration/70f44033-47a6-48c6-bfa9-04aafd9ec5b3
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Стогній Раїса Олексіївна,https://public.nazk.gov.ua/declaration/f9815b9f-be67-4163-aaf8-4bab344cbd60
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Фурса Олександр Євгенійович,https://public.nazk.gov.ua/declaration/b3967d83-3a89-47dc-b91d-685ac927437b
Запорізька область,"Веселівський р-н,  Веселівська селищна громада",Шаліков Олексій Олегович,https://public.nazk.gov.ua/declaration/897ed544-063f-4496-bb93-a16b7b458f6f
Запорізька область,Вільнянська міська рада,Варуша Юрій Олексійович,https://public.nazk.gov.ua/declaration/8b30b280-a559-4c2c-8706-ee4927103728
Запорізька область,Вільнянська міська рада,Дудченко Віктор Михайлович,https://public.nazk.gov.ua/declaration/7ba63ebb-cb2b-478a-addb-0e33fa089a70
Запорізька область,Вільнянська міська рада,Дудченко Галина Павлівна,https://public.nazk.gov.ua/declaration/87dbe0af-9f05-4221-9bf1-388d3fc3577a
Запорізька область,Вільнянська міська рада,Жир Сергій Дмитрович,https://public.nazk.gov.ua/declaration/4ec8f12b-41a6-4c59-96bb-b0e068a30d4c
Запорізька область,Вільнянська міська рада,Ігнатьєв Григорій Митрофанович,https://public.nazk.gov.ua/declaration/8c548a4b-f693-4a8f-838e-0361fd8a0e29
Запорізька область,Вільнянська міська рада,Кузьмічов Іван Олександрович,https://public.nazk.gov.ua/declaration/4af5c3c8-c997-47de-b1ea-942af20fd1d2
Запорізька область,Вільнянська міська рада,Марченко Віталій Олександрович,https://public.nazk.gov.ua/declaration/9f3f56ec-3bdf-43f3-83c4-975f0b624803
Запорізька область,Вільнянська міська рада,Мирошниченко Віталій Володимирович,https://public.nazk.gov.ua/declaration/faf53e19-b143-4695-9b20-e3ed98d21a90
Запорізька область,Вільнянська міська рада,Хмара Ольга Володимирівна,https://public.nazk.gov.ua/declaration/ce5d888a-c836-405d-876f-8dc675b7c896
Запорізька область,Вільнянська міська рада,Шраменко Світлана Іванівна,https://public.nazk.gov.ua/declaration/b7374540-a99e-40a2-a8b1-4ca9e8501e9a
Запорізька область,Вільнянська районна рада,Дончик Тетяна Георгіївна,https://public.nazk.gov.ua/declaration/87ca1711-afb8-48ae-ab89-4d0e17232a39
Запорізька область,Вільнянська районна рада,Зайцев Олександр Миколайович,https://public.nazk.gov.ua/declaration/af8b5e6e-810a-425f-b549-427833d9c023
Запорізька область,Вільнянська районна рада,Піднебесна Світлана Борисівна,https://public.nazk.gov.ua/declaration/0180fede-cc89-4b64-b47d-9ac2b3e1bc1c
Запорізька область,Вільнянська районна рада,Плетень Тетяна Вікторівна,https://public.nazk.gov.ua/declaration/a661e23c-62e6-4f36-bd33-24e0e46e4e1b
Запорізька область,Вільнянська районна рада,Пономарьов Анатолій Сергійович,https://public.nazk.gov.ua/declaration/4dce32fc-68eb-4453-a808-55113ef3a03c
Запорізька область,Вільнянська районна рада,Приходько Надія Григорівна,https://public.nazk.gov.ua/declaration/4723d2cb-9b76-48d8-90bc-7ffba554ca92
Запорізька область,Вільнянська районна рада,Салякін Андрій Олександрович,https://public.nazk.gov.ua/declaration/ac461153-bc3f-42a7-b315-017030292e04
Запорізька область,Вільнянська районна рада,Стефаненко Тамара Василівна,https://public.nazk.gov.ua/declaration/c21eafcf-f144-400e-b2bd-b916f45dab3d
Запорізька область,Гуляйпільська районна рада,Бальсанко Юрій Петрович,https://public.nazk.gov.ua/declaration/004a9f0e-f68e-46c0-8771-c1a779f3326c
Запорізька область,Гуляйпільська районна рада,Боровик Юлія Віленівна,https://public.nazk.gov.ua/declaration/224993e3-9a2f-40b4-bbd5-1b754be5662f
Запорізька область,Гуляйпільська районна рада,Вигінський Олександр Михайлович,https://public.nazk.gov.ua/declaration/5a900970-b9bb-450c-ae2c-9efb523ed684
Запорізька область,Гуляйпільська районна рада,Галушка-Рогач Тамара Прокопівна,https://public.nazk.gov.ua/declaration/4828c417-d201-4d72-b120-33634618afa4
Запорізька область,Гуляйпільська районна рада,Дудка Володимир Іванович,https://public.nazk.gov.ua/declaration/3c7549fa-26e8-4b25-af2f-4ee00cedee78
Запорізька область,Гуляйпільська районна рада,Зінченко Леся Вікторівна,https://public.nazk.gov.ua/declaration/563984d3-f697-4207-a585-1a7ab0faf5e5
Запорізька область,Гуляйпільська районна рада,Каткова Любов Єгорівна,https://public.nazk.gov.ua/declaration/1141aa64-4f7c-490e-bca3-c922c37001f3
Запорізька область,Гуляйпільська районна рада,Кірієнко Олександр Олександрович,https://public.nazk.gov.ua/declaration/83ac2f43-83b1-46ee-a44a-4c284b30d448
Запорізька область,Гуляйпільська районна рада,Клешня Анатолій Григорович,https://public.nazk.gov.ua/declaration/73b07b94-8938-4a05-b932-a56e6258fc71
Запорізька область,Гуляйпільська районна рада,Мартиненко Василь Іванович,https://public.nazk.gov.ua/declaration/3f30e0f9-8599-4995-ae40-a8329e8be432
Запорізька область,Гуляйпільська районна рада,Ольховий Сергій Володимирович,https://public.nazk.gov.ua/declaration/ecc63004-b732-461b-aabc-b66af796cac6
Запорізька область,Гуляйпільська районна рада,Распопов Володимир Вікторович,https://public.nazk.gov.ua/declaration/9a49a563-798e-4383-a203-551fdcb4fb67
Запорізька область,Гуляйпільська районна рада,Сидоренко Віктор Іванович,https://public.nazk.gov.ua/declaration/d8d85d7a-1f93-4f49-82d1-75bfb669291e
Запорізька область,Гуляйпільська районна рада,Тарасенко Любов Іванівна,https://public.nazk.gov.ua/declaration/217f08eb-f6e5-4a98-b55a-f4ba5577bba9
Запорізька область,"Гуляйпільський р-н,  Залізнична селищна рада",Іващенко Олександр Олександрович,https://public.nazk.gov.ua/declaration/f6f9ed73-72b8-4bf2-b255-81bf72ce31f7
Запорізька область,"Гуляйпільський р-н,  Залізнична селищна рада",Кривошей Юлія Іванівна,https://public.nazk.gov.ua/declaration/9d713d08-b140-438b-a9f4-a846756cf63d
Запорізька область,"Гуляйпільський р-н,  Залізнична селищна рада",Пузанов Володимир Володимирович,https://public.nazk.gov.ua/declaration/bb1d32a6-e504-4c2b-a4c4-30f1e9987ffd
Запорізька область,"Гуляйпільський р-н,  Залізнична селищна рада",Пшикова Анастасія Володимирівна,https://public.nazk.gov.ua/declaration/b280c64b-e7cd-4192-b920-d5879a5d93ab
Запорізька область,"Гуляйпільський р-н,  Залізнична селищна рада",Ткачук Олена Олександрівна,https://public.nazk.gov.ua/declaration/71827449-cf34-457b-a124-697bbecbe80f
Запорізька область,Дніпрорудненська міська рада,Багмут Тетяна Іванівна,https://public.nazk.gov.ua/declaration/0a156abe-2be5-441b-a31b-0ca7bac1da84
Запорізька область,Дніпрорудненська міська рада,Баршак Іван Миколайович,https://public.nazk.gov.ua/declaration/0ca0e9f5-d8b3-4aea-b558-bccd7406c6c9
Запорізька область,Дніпрорудненська міська рада,Боденчук Володимир Ілліч,https://public.nazk.gov.ua/declaration/1356c7fa-1c4f-42bf-8a52-020722675baf
Запорізька область,Дніпрорудненська міська рада,Бурбела Олена Володимирівна,https://public.nazk.gov.ua/declaration/b294b074-22da-4527-976c-b51299f82700
Запорізька область,Дніпрорудненська міська рада,Дяченко Олена Олексіївна,https://public.nazk.gov.ua/declaration/50b322da-bdb9-4590-8241-f28a2d139841
Запорізька область,Дніпрорудненська міська рада,Зотов Сергій Володимирович,https://public.nazk.gov.ua/declaration/d3208b18-eb48-4dd3-8768-d8af9cdb7a6b
Запорізька область,Дніпрорудненська міська рада,Іваніцька Тетяна Дьїрдіївна,https://public.nazk.gov.ua/declaration/fbea0000-8f41-427a-bfec-ac8b14a7852d
Запорізька область,Дніпрорудненська міська рада,Карнаух Андрій Вікторович,https://public.nazk.gov.ua/declaration/2535c226-1dac-447d-a5e2-b3c6b63861d8
Запорізька область,Дніпрорудненська міська рада,Клімашевський Данило Іванович,https://public.nazk.gov.ua/declaration/abb49fcf-87ac-46a2-a39a-0dad3b74d999
Запорізька область,Дніпрорудненська міська рада,Краснов Сергій Миколайович,https://public.nazk.gov.ua/declaration/8cc8a962-6c12-47ee-8556-d13fc2943360
Запорізька область,Дніпрорудненська міська рада,Рябчук Олег Миколайович,https://public.nazk.gov.ua/declaration/45cbabc1-a017-488a-ae46-e0aabcd6a3d4
Запорізька область,Дніпрорудненська міська рада,Холін Анатолій Володимирович,https://public.nazk.gov.ua/declaration/e1e34085-ef3d-4e98-851c-4fbf34c9a445
Запорізька область,Дніпрорудненська міська рада,Щербань Сергій Сергійович,https://public.nazk.gov.ua/declaration/ef92b0bb-6ad3-48ed-b12a-7249f55e10c4
Запорізька область,Енергодарська міська рада,Борисенко Олександр Миколайович,https://public.nazk.gov.ua/declaration/a09bad56-b235-46cf-aef5-80b6fb8311b7
Запорізька область,Енергодарська міська рада,Гавриляк Володимир Дмитрович,https://public.nazk.gov.ua/declaration/2473022f-ace9-4292-be8a-a6becdcbff23
Запорізька область,Енергодарська міська рада,Гордевич Олег Іванович,https://public.nazk.gov.ua/declaration/11f87b94-11f5-4854-8586-efe525376074
Запорізька область,Енергодарська міська рада,Кабанов Олег Володимирович,https://public.nazk.gov.ua/declaration/1202407f-723b-4996-95c2-4dd118bc943d
Запорізька область,Енергодарська міська рада,Леонтьєв Іван Володимирович,https://public.nazk.gov.ua/declaration/20946a46-4167-45fc-a17b-f02a38e06b2f
Запорізька область,Енергодарська міська рада,Мариненко Анатолій Петрович,https://public.nazk.gov.ua/declaration/912d1621-4f55-4412-80f4-6b90a0aacda1
Запорізька область,Енергодарська міська рада,Мінков Олексій Юрійович,https://public.nazk.gov.ua/declaration/61accb0b-1e01-4d25-8b30-e931be8a2e80
Запорізька область,Енергодарська міська рада,Музика Павло Олексійович,https://public.nazk.gov.ua/declaration/993afe9f-9c3e-479c-a599-596eaa8afcc9
Запорізька область,Енергодарська міська рада,Папалуца Оксана Миколаївна,https://public.nazk.gov.ua/declaration/12fc4e15-0fce-480d-b8fe-27bf41361aff
Запорізька область,Енергодарська міська рада,Холод Сергій Федорович,https://public.nazk.gov.ua/declaration/eaabe84c-e482-4931-9ee3-019673769874
Запорізька область,Енергодарська міська рада,Чорний Микола Дмитрович,https://public.nazk.gov.ua/declaration/cf09c095-85f7-4d94-9ddf-cccf2f4f7c4a
Запорізька область,Енергодарська міська рада,Чорний Микола Миколайович,https://public.nazk.gov.ua/declaration/2e4afaa1-4a72-4e81-a5db-f44457c629d8
Запорізька область,Запорізька міська рада,Балашов Сергій Михайлович,https://public.nazk.gov.ua/declaration/7ae9cda1-dedb-4a3f-b91b-0743b55aa3b3
Запорізька область,Запорізька міська рада,Гринь Віктор Анатолійович,https://public.nazk.gov.ua/declaration/e2a75c4c-24ff-4ea7-904b-48e95b6531ad
Запорізька область,Запорізька міська рада,Гурська Ніна Миколаївна,https://public.nazk.gov.ua/declaration/409a020b-4ff5-4dd0-90ef-d93930dbfe45
Запорізька область,Запорізька міська рада,Кобзарюк Олександр Олександрович,https://public.nazk.gov.ua/declaration/a760c1f6-d46d-4e55-8fb6-12a2729f491c
Запорізька область,Запорізька міська рада,Корольов Олег Миколайович,https://public.nazk.gov.ua/declaration/446978fe-b30e-4f63-a824-2f8975488b3b
Запорізька область,Запорізька міська рада,Кривцов Андрій Іванович,https://public.nazk.gov.ua/declaration/81e29e45-18a4-4d91-8846-dc953d06b19d
Запорізька область,Запорізька міська рада,Маляренко Андрій Євгенович,https://public.nazk.gov.ua/declaration/d2bdb038-11a1-4b29-95ff-69764291eedf
Запорізька область,Запорізька міська рада,Полухін Володимир Федорович,https://public.nazk.gov.ua/declaration/a1bec8f8-140d-4442-b2a2-8775b73dfc49
Запорізька область,Запорізька міська рада,Прасол Михайло Вікторович,https://public.nazk.gov.ua/declaration/632ba2ac-e59d-4e64-adf6-4ffab99fa5df
Запорізька область,Запорізька міська рада,Пшеничний Олександр Миколайович,https://public.nazk.gov.ua/declaration/310b46a5-7c83-4949-876f-cc5ef69be4b8
Запорізька область,Запорізька міська рада,Сідельникова Олена Леонідівна,https://public.nazk.gov.ua/declaration/bbfa0f20-81a8-43fa-9a3a-0f49ff6e9bdc
Запорізька область,Запорізька міська рада,Сілін Микола Михайлович,https://public.nazk.gov.ua/declaration/cf4dc00b-c77d-4760-aa58-523f3ebd714f
Запорізька область,Запорізька міська рада,Трюхан Дарія Аркадіївна,https://public.nazk.gov.ua/declaration/f9f3444b-0ab9-47fd-a4b1-272f799adc9c
Запорізька область,Запорізька міська рада,Фукс Геннадій Григорович,https://public.nazk.gov.ua/declaration/95d4215c-01dd-4be2-b67a-aeb50fdc9f01
Запорізька область,Запорізька міська рада,Чумаченко Ігор Миколайович,https://public.nazk.gov.ua/declaration/6c760824-760f-4177-9426-561eb0d2b3cd
Запорізька область,Запорізька обласна рада,Авраменко Наталія Вікторівна,https://public.nazk.gov.ua/declaration/c23da09a-9da2-4336-8de4-29e00b3c5368
Запорізька область,Запорізька обласна рада,Бабанін Олександр Олександрович,https://public.nazk.gov.ua/declaration/33d0f1f3-767e-4034-8e48-2c1514859605
Запорізька область,Запорізька обласна рада,Бодасюк Олена Юріївна,https://public.nazk.gov.ua/declaration/f90076ac-9933-4681-886a-0d70dc6bc61e
Запорізька область,Запорізька обласна рада,Гришин Ярослав Володимирович,https://public.nazk.gov.ua/declaration/5d20a00e-e8d0-46be-8994-ef0df5761eb6
Запорізька область,Запорізька обласна рада,Закарлюка Олег Васильович,https://public.nazk.gov.ua/declaration/2e7c22d5-c09a-4fbd-b5b5-f9120900fda9
Запорізька область,Запорізька обласна рада,Знаменський Сергій Анатолійович,https://public.nazk.gov.ua/declaration/ce8cf92a-7495-4e7b-a92d-68a443b950c5
Запорізька область,Запорізька обласна рада,Ільїн Олег Володимирович,https://public.nazk.gov.ua/declaration/a748991e-8f42-48fe-ac48-b1a56b691675
Запорізька область,Запорізька обласна рада,Коцюба Віктор Юрійович,https://public.nazk.gov.ua/declaration/dbfcf556-3dfe-4f31-bf64-8abe339b41e5
Запорізька область,Запорізька обласна рада,Криль Ярослав Миколайович,https://public.nazk.gov.ua/declaration/352f18d0-2962-456c-a4d4-0361651fae45
Запорізька область,Запорізька обласна рада,Кузьменко Роман Олександрович,https://public.nazk.gov.ua/declaration/fdbe956f-9786-4034-b6f9-fdd5211c5640
Запорізька область,Запорізька обласна рада,Кюрчев Володимир Миколайович,https://public.nazk.gov.ua/declaration/55989396-6f68-45e8-bb5f-28ffb4129ae8
Запорізька область,Запорізька обласна рада,Семенков Єгор Олександрович,https://public.nazk.gov.ua/declaration/288bd40f-5c54-49ad-8254-62f62b8cd612
Запорізька область,Запорізька обласна рада,Синельник Анатолій Михайлович,https://public.nazk.gov.ua/declaration/ee33ebce-a587-43c5-a688-f65022afc325
Запорізька область,Запорізька обласна рада,Усатий Володимир Юрійович,https://public.nazk.gov.ua/declaration/c22109f8-a33a-45de-9247-0b3af6f3ec1c
Запорізька область,Запорізька обласна рада,Хрол Віталій Іванович,https://public.nazk.gov.ua/declaration/84423f22-1a42-4264-854e-8885e5a6f99a
Запорізька область,Запорізька обласна рада,Чухрай Раїса Василівна,https://public.nazk.gov.ua/declaration/11046eb8-28b4-4dde-9e04-308711e3d36e
Запорізька область,Запорізька обласна рада,Шевченко Геннадій Миколайович,https://public.nazk.gov.ua/declaration/99285817-2f4a-4648-9287-af182a5c2033
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Батечко Вадим Григорович,https://public.nazk.gov.ua/declaration/59aa2729-cb2c-44d2-bf85-cdf8798cd2f0
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Бєляєв Анатолій Васильович,https://public.nazk.gov.ua/declaration/b6b8f206-9e05-439f-b760-896a9a327eca
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Василенко Олександр Петрович,https://public.nazk.gov.ua/declaration/7f6a60b2-ce2f-4b1f-b7c5-11fa69793479
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Ганіманов Сергій Миколайович,https://public.nazk.gov.ua/declaration/583e7bb8-26fa-4cee-bd2f-444b5ff4360d
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Довгополик Тетяна Анатоліївна,https://public.nazk.gov.ua/declaration/2f92dbf2-66bd-43d3-b598-a57d808024f7
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Муха Катерина Сергіївна,https://public.nazk.gov.ua/declaration/abf28881-6f18-4113-b5dc-fbb08c9b5b4c
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Потапенко Юлія Павлівна,https://public.nazk.gov.ua/declaration/9ecc0a70-5834-4a21-b271-338862bcd59b
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Рябовол Людмила Дмитрівна,https://public.nazk.gov.ua/declaration/5e7ad8b0-5854-41cf-8836-98db5bc8cdc0
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Смоляна Людмила Іванівна,https://public.nazk.gov.ua/declaration/2f57a10c-a187-46f2-9750-0c2e6c1e0326
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Тесленко Олександр Володимирович,https://public.nazk.gov.ua/declaration/44b08dbe-840d-443a-8290-b0ab7cde43b1
Запорізька область,"Запорізька обл.,  Комиш-Зорянська селищна громада",Федько Віктор Миколайович,https://public.nazk.gov.ua/declaration/47f972b6-cae5-4ef8-94ac-d07293aa21b0
Запорізька область,Запорізька районна рада,Божко Олег Миколайович,https://public.nazk.gov.ua/declaration/3a795ad5-5df4-4e7a-900f-7aad686c3129
Запорізька область,Запорізька районна рада,Бурма Сергій Ігорович,https://public.nazk.gov.ua/declaration/2a361eb4-0e50-4795-9bed-e0a36ea77859
Запорізька область,Запорізька районна рада,Грибова Надія Володимирівна,https://public.nazk.gov.ua/declaration/2f4cb785-9814-4973-8bf8-90e43ec47def
Запорізька область,Запорізька районна рада,Калашник Микола Володимирович,https://public.nazk.gov.ua/declaration/c2679810-5078-4969-9a48-1328a6805347
